team.home,away.team,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
Newcastle United,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Stoke City,Sunderland,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Tottenham Hotspur,Bolton Wanderers,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Wigan Athletic,Blackburn Rovers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Wolverhampton Wanderers,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,win
Chelsea,Liverpool,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
West Ham United,Birmingham City,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,lose
Arsenal,Wolverhampton Wanderers,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Birmingham City,Stoke City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,win
Blackburn Rovers,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Blackpool,Aston Villa,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Liverpool,Wigan Athletic,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Manchester United,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,win
Sunderland,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,lose
West Bromwich Albion,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,draw
Bolton Wanderers,Everton,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Fulham,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,draw
Birmingham City,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
West Bromwich Albion,Wolverhampton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Blackpool,Tottenham Hotspur,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,win
Arsenal,Stoke City,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,win
Aston Villa,Blackburn Rovers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,Sunderland,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Newcastle United,Bolton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Wigan Athletic,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,lose
Wolverhampton Wanderers,Blackpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,win
Manchester City,Fulham,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
West Ham United,Liverpool,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,West Bromwich Albion,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Chelsea,Manchester United,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,win
Arsenal,Sunderland,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Birmingham City,West Bromwich Albion,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Bolton Wanderers,Aston Villa,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Fulham,Blackburn Rovers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester City,Wigan Athletic,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Newcastle United,Everton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
West Ham United,Stoke City,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,win
Liverpool,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,win
Wolverhampton Wanderers,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,draw
Blackpool,Chelsea,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,lose
Everton,Birmingham City,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,draw
Aston Villa,Wolverhampton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Blackburn Rovers,Blackpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,draw
Everton,Fulham,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester United,Bolton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Stoke City,Newcastle United,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Tottenham Hotspur,West Ham United,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,draw
West Bromwich Albion,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Wigan Athletic,Birmingham City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Chelsea,Manchester City,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,win
Sunderland,Liverpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Arsenal,Blackburn Rovers,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Birmingham City,Bolton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Everton,Aston Villa,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Newcastle United,Wolverhampton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,Chelsea,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,draw
West Bromwich Albion,Liverpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
West Ham United,Manchester United,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,lose
Wigan Athletic,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,draw
Fulham,Blackpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,win
Manchester City,Sunderland,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Blackburn Rovers,Birmingham City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,draw
Bolton Wanderers,West Ham United,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,win
Chelsea,Wigan Athletic,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester United,Fulham,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,West Bromwich Albion,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Tottenham Hotspur,Stoke City,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,win
Wolverhampton Wanderers,Everton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
Aston Villa,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Blackpool,Arsenal,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Liverpool,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,win
Birmingham City,Sunderland,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Blackpool,Wigan Athletic,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Everton,Blackburn Rovers,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
West Bromwich Albion,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,lose
West Ham United,Aston Villa,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Arsenal,Liverpool,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Newcastle United,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,draw
Chelsea,Birmingham City,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Tottenham Hotspur,Arsenal,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Aston Villa,Stoke City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,draw
Blackpool,Newcastle United,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Chelsea,West Ham United,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,win
Liverpool,Birmingham City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Manchester United,Everton,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Sunderland,Wigan Athletic,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Tottenham Hotspur,West Bromwich Albion,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Wolverhampton Wanderers,Fulham,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Bolton Wanderers,Arsenal,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Blackburn Rovers,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,lose
Stoke City,Wolverhampton Wanderers,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Fulham,Bolton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Blackburn Rovers,Bolton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Blackpool,Stoke City,Fast,Little,Short,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Safe,Lots,Normal,Organised,Deep,Press,Normal,draw
Chelsea,Tottenham Hotspur,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Free Form,Risky,Lots,Lots,Organised,Deep,Press,Normal,win
Sunderland,Fulham,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
West Bromwich Albion,Aston Villa,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Wigan Athletic,Everton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Arsenal,Manchester United,Fast,Little,Mixed,Free Form,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,win
Birmingham City,Wolverhampton Wanderers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Liverpool,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester City,West Ham United,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,win
Aston Villa,Wigan Athletic,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
