season,away_team_api_id,home_team_api_id,H_overall_rating,A_overall_rating,H_potential,A_potential,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
2014/2015,10003,8472,798,822,850,849,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,1
2014/2015,8191,8659,803,759,859,781,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,2
2014/2015,10261,10194,817,809,856,868,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,8456,10252,799,897,843,937,2,1,3,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2014/2015,9826,8667,787,784,841,823,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2
2014/2015,8191,8197,749,757,812,793,2,2,2,2,2,2,3,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,1
2014/2015,8659,8650,849,792,899,866,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10194,8472,790,800,841,863,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,10261,10003,823.5613065,800,874.9220714,857,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,9825,8455,885,871,938,923,3,2,2,2,2,2,3,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2014/2015,8668,10260,841,839,917,868,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8466,8586,823.5613065,815,874.9220714,868,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,10172,8654,812,830,854,858,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8667,9825,844,810,913,852,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8654,8191,760,796,795,847,2,1,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
2014/2015,8455,9826,799,880,830,940,2,2,3,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2014/2015,10252,8668,840,813,880,865,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2014/2015,8586,8456,888,824.5299233,921,874.6768998,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8197,10261,802,761,854,825,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2
2014/2015,8472,8466,818,798,868,838,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,8650,10172,807,859,854,917,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2014/2015,10003,10194,821,818,854,851,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,10260,8659,797,843,853,925,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,1
2014/2015,8667,8650,845,803,910,838,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,10194,8466,824,789,867,833,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,9825,8472,803,848,847,911,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2014/2015,8197,10003,817,755,864,804,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2
2014/2015,9826,8659,803,799,859,840,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1
2014/2015,8456,8654,809,899,848,939,3,2,3,2,3,3,1,2,1,3,2,2,2,1,2,1,2,2,2,2,3,2,2
2014/2015,8668,8191,762,861,794,874,2,1,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8455,10260,840,885,921,941,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,1
2014/2015,10261,8586,823.5613065,798,874.9220714,854,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2014/2015,10252,10172,808,800,853,857,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2014/2015,8191,9825,852,754,909,788,2,2,1,2,1,2,2,1,2,3,2,2,1,3,2,3,2,2,2,2,3,2,2
2014/2015,10172,8455,892,822,938,867,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10003,8668,842,826,882,861,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,1
2014/2015,8466,8667,789,815,835,868,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2014/2015,8659,8197,769,803,809,848,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8650,10261,786,861,851,916,2,1,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,2
2014/2015,8654,10194,817,807,857,856,2,1,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,1
2014/2015,8586,10252,816,824.5299233,867,874.6768998,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,10260,8456,891,858,926,930,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2
2014/2015,8472,9826,804,800,839,836,2,2,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2014/2015,8667,8191,758,791,789,835,2,1,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8455,8650,855,879,913,940,3,2,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2014/2015,9826,10260,843,781,925,819,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2
2014/2015,8456,10172,808,882,853,919,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,1
2014/2015,8197,8466,825,765,868,813,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2
2014/2015,10252,8654,808,800,849,851,3,2,3,2,3,3,1,2,1,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2014/2015,8668,8472,799,872,845,894,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,9825,10003,799,855,860,914,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2014/2015,10194,8586,823.5613065,804,874.9220714,856,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2014/2015,10261,8659,802,786,865,869,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2014/2015,10260,9825,853,830,920,904,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
2014/2015,8659,8455,887,806,937,845,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8654,8668,832,793,875,847,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,2
2014/2015,8472,8197,768,798,812,845,2,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,10003,8456,897,812,930,858,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,10172,10261,791,813,858,838,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8191,10194,816,759,860,790,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,3
2014/2015,8650,9826,792,848,821,908,2,2,3,2,3,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,2
2014/2015,8586,8667,808,815,859,889,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8466,10252,804,800,856,871,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,1
2014/2015,10252,8191,762,795,804,852,2,1,3,2,3,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2014/2015,10194,8650,857,804,895,857,3,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,8667,10260,887,824.5299233,927,859,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8197,10172,805,764,849,807,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2
2014/2015,8455,8472,807,880,851,940,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,1
2014/2015,9826,10003,807,797,857,830,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1
2014/2015,9825,8659,805,853,861,899,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2014/2015,10261,8654,804,782,849,842,3,2,3,2,3,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,8456,8466,818,893,868,933,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2014/2015,8668,8586,811,862,889,896,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10261,8191,758,772,800,842,2,1,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8650,8197,768,846,812,900,2,2,2,2,2,2,3,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2014/2015,10194,10260,880,804,891,849,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,10172,10003,823.5613065,808,874.9220714,845,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10252,9826,803,810,838,877,2,2,3,2,3,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2014/2015,8654,8659,799,797,851,847,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
2014/2015,8466,9825,838,805,901,867,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,8586,8455,887,824,934,898,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8667,8668,846,824.5299233,889,823,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8456,8472,797,875,850,913,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2014/2015,8659,8667,786,814,827,860,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8472,8650,856,807,895,839,3,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8668,8456,886,860,922,879,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8455,10261,797,878,853,936,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,2
2014/2015,8191,10172,802,751,844,798,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,2
2014/2015,9825,10194,818,828,853,906,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2014/2015,9826,8586,810,798,894,836,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1
2014/2015,8197,10252,810,763,864,814,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2
2014/2015,10003,8654,799,824.5299233,849,874.6768998,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,10260,8466,814,862,857,914,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
2014/2015,10261,9825,842,775,907,841,2,2,1,2,1,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,8466,8191,754,782,801,863,2,1,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,8667,8455,886,824.5299233,926,836,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10194,9826,800,807,837,854,2,2,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8456,8197,763,889,807,928,2,2,2,2,2,2,3,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2014/2015,8654,8472,800,790,840,854,2,1,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,1
2014/2015,10252,8659,812,812,856,872,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2014/2015,8650,10260,894,824.5299233,903,894,2,2,2,2,2,3,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,2
2014/2015,8586,10003,806,817,850,898,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,10172,8668,839,815,888,863,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10260,10252,818,896,869,932,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,1
2014/2015,10003,8667,778,824.5299233,833,874.6768998,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2014/2015,9826,8456,893,790,921,831,2,2,1,2,1,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2
2014/2015,8659,10172,800,812,841,854,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8668,8466,798,853,862,887,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8191,8586,823.5613065,751,874.9220714,798,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,2
2014/2015,8197,8654,803,747,857,811,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,3,2,2,3,2,2
2014/2015,9825,8650,851,853,902,909,3,2,1,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,1
2014/2015,8472,10261,788,805,847,840,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2014/2015,8455,10194,815,876,853,934,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2014/2015,10172,9825,867,822,902,861,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8650,8191,754,824.5299233,801,904,2,1,3,2,3,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2014/2015,8654,8455,887,774,937,826,3,2,2,2,2,2,3,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,2
2014/2015,8466,9826,787,802,820,864,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2014/2015,10194,8668,838,804,892,862,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2014/2015,8586,8197,758,824.5299233,807,874.6768998,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,10261,10260,871,786,929,847,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,8667,8472,796,824.5299233,837,817,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,10252,10003,817,799,866,855,2,2,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2014/2015,8456,8659,816,887,867,924,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2014/2015,8472,10252,817,793,865,849,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8197,8667,780,755,816,803,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3
2014/2015,8191,8456,886,753,918,804,2,2,1,2,1,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,1
2014/2015,8668,10261,795,831,850,868,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,9826,10172,805,777,840,819,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1
2014/2015,8455,8466,804,879,857,936,2,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,3,2,2,3,2,1
2014/2015,8659,10194,826,807,867,839,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10260,8586,823.5613065,875,874.9220714,926,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,1
2014/2015,9825,8654,807,847,856,897,3,2,3,2,3,3,1,2,1,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2014/2015,10003,8650,840,824.5299233,908,874.6768998,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,9826,10252,815,793,851,831,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,1
2014/2015,8668,8667,789,834,825,874,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,3,2,2
2014/2015,8197,8650,852,745,909,795,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8472,8456,882,797,904,822,2,2,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8191,10261,805,770,853,818,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,1
2014/2015,10003,10172,823.5613065,834,874.9220714,850,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,3,2,1
2014/2015,9825,8466,824,852,875,894,2,1,2,2,2,2,1,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2014/2015,10260,10194,815,878,843,925,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8455,8586,823.5613065,893,874.9220714,941,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8659,8654,814,808,851,826,3,2,2,2,3,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,10172,8191,771,824.5299233,811,874.6768998,2,1,3,2,3,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10261,8455,892,817,937,859,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8586,9826,802,824.5299233,819,874.6768998,2,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8456,8668,836,876,892,904,2,2,2,2,2,1,2,2,2,3,2,2,2,1,1,2,2,1,1,2,3,2,1
2014/2015,10252,8197,764,810,785,859,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8650,8472,801,851,827,911,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8654,10003,821,799,850,844,2,2,2,2,2,2,2,1,1,3,2,3,2,2,2,3,3,1,2,1,3,2,1
2014/2015,8667,8659,811,824.5299233,838,805,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10194,9825,854,808,892,849,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8466,10260,878,813,930,874,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
2014/2015,8650,10252,804,840,854,902,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,9826,8191,771,790,811,829,2,1,3,2,3,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,3
2014/2015,10194,8197,763,802,788,856,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8466,10261,817,795,867,865,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
2014/2015,10260,10172,823.5613065,882,874.9220714,924,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8455,10003,814,920,849,934,2,2,2,2,2,2,2,1,1,3,2,3,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8472,8586,823.5613065,809,874.9220714,833,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,9825,8456,882,843,907,881,2,2,1,1,2,2,1,1,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2014/2015,8667,8654,808,824.5299233,843,800,3,2,2,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8659,8668,838,801,894,823,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8456,8455,888,870,930,894,3,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,2,1,1,2,3,2,1
2014/2015,8668,9826,803,839,827,880,2,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,3,2,3
2014/2015,10261,8667,802,805,836,859,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8654,8650,850,800,914,833,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,1,2,1,3,2,2
2014/2015,8197,10260,881,783,942,803,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10172,10194,818,824.5299233,837,874.6768998,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8191,8472,823.5613065,764,874.9220714,804,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,2
2014/2015,8586,8659,798,849,837,902,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,10252,9825,846,814,887,873,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10003,8466,805,824.5299233,861,874.6768998,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,1,3,2,3
2014/2015,8455,10252,805,888,855,936,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8650,8668,828,841,883,908,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,9826,8197,778,792,802,836,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,3
2014/2015,8667,8456,886,824.5299233,911,815,2,2,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8466,10172,823.5613065,791,874.9220714,861,1,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
2014/2015,8472,10003,808,824.5299233,844,874.6768998,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,9825,8586,835,857,898,896,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2014/2015,8659,8191,774,809,811,831,2,1,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,10194,10261,816,800,866,845,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,10260,8654,801,880,842,942,3,2,2,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8197,9825,844,778,890,808,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10252,8667,790,793,810,857,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8586,8650,842,836,910,905,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10172,8472,823.5613065,808,874.9220714,827,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8191,10260,863,766,928,806,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,2
2014/2015,8654,8466,803,790,853,838,2,1,2,2,2,2,1,2,2,3,2,3,2,2,2,3,3,1,2,1,3,2,1
2014/2015,10261,9826,803,817,830,873,2,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,10003,8659,804,830,839,860,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,3,2,2
2014/2015,8668,8455,886,843,922,888,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,3,2,2
2014/2015,8456,10194,816,879,849,907,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,2,1,1,2,3,2,3
2014/2015,10194,10252,819,796,855,830,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8191,8455,894,766,941,806,3,2,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,1
2014/2015,9825,9826,800,862,830,906,2,2,3,2,3,3,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2014/2015,10172,8667,784,793,810,822,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,2
2014/2015,10261,8456,892,811,920,865,2,2,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8659,8472,823.5613065,804,874.9220714,839,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,10260,10003,827,854,861,925,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8197,8668,845,788,899,821,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8650,8466,801,836,860,907,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
