"","id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"1176",22790,"2012-01-29","2011/2012",8302,9864,1,2,829,819,866,874,41,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal",61,"Balanced","Little",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal","win"
"1177",22793,"2012-01-29","2011/2012",7878,8603,2,1,790,NA,818,821,55,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal",48,"Balanced","Little",37,"Mixed","Organised",72,"Risky",76,"Lots",52,"Normal","Organised",49,"Medium",45,"Press",68,"Wide","lose"
"1178",22794,"2012-01-29","2011/2012",8305,8581,2,1,793,805,818,832,53,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal",25,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal","lose"
"1179",22795,"2012-01-29","2011/2012",9869,8560,1,5,797,NA,842,NA,24,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide",51,"Balanced","Little",43,"Mixed","Organised",68,"Risky",61,"Normal",44,"Normal","Organised",36,"Medium",60,"Press",39,"Normal","win"
"1180",22792,"2012-01-30","2011/2012",9906,8371,1,0,790,831,810,903,34,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide",47,"Balanced","Little",51,"Mixed","Organised",67,"Risky",63,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","lose"
"1181",3020,"2012-01-31","2011/2012",10194,10260,0,2,861,829,901,876,46,"Balanced","Little",54,"Mixed","Organised",46,"Normal",60,"Normal",55,"Normal","Organised",40,"Medium",50,"Press",56,"Normal",75,"Fast","Little",75,"Long","Organised",40,"Normal",72,"Lots",55,"Normal","Organised",50,"Medium",58,"Press",45,"Normal","win"
"1182",3022,"2012-01-31","2011/2012",8455,10003,1,1,800,894,883,925,26,"Slow","Little",24,"Short","Organised",62,"Normal",39,"Normal",57,"Normal","Free Form",48,"Medium",58,"Press",60,"Normal",60,"Balanced","Little",45,"Mixed","Organised",55,"Normal",45,"Normal",45,"Normal","Organised",60,"Medium",62,"Press",46,"Normal","draw"
"1183",3023,"2012-01-31","2011/2012",8528,8586,1,3,880,787,922,843,44,"Balanced","Little",47,"Mixed","Organised",52,"Normal",63,"Normal",61,"Normal","Organised",43,"Medium",44,"Press",51,"Normal",38,"Balanced","Little",38,"Mixed","Organised",54,"Normal",42,"Normal",42,"Normal","Organised",40,"Medium",42,"Press",44,"Normal","win"
"1184",3024,"2012-01-31","2011/2012",8650,8602,3,0,785,869,848,899,67,"Fast","Little",68,"Long","Organised",42,"Normal",68,"Lots",56,"Normal","Organised",48,"Medium",60,"Press",45,"Normal",60,"Balanced","Little",60,"Mixed","Organised",48,"Normal",73,"Lots",53,"Normal","Organised",50,"Medium",48,"Press",62,"Normal","lose"
"1185",3027,"2012-01-31","2011/2012",8456,8668,0,1,834,896,865,950,56,"Balanced","Little",56,"Mixed","Organised",48,"Normal",57,"Normal",56,"Normal","Organised",50,"Medium",50,"Press",60,"Normal",45,"Balanced","Little",55,"Mixed","Organised",40,"Normal",38,"Normal",48,"Normal","Free Form",50,"Medium",60,"Press",54,"Normal","win"
"1186",3019,"2012-02-01","2011/2012",9825,8559,0,0,784,890,829,932,57,"Balanced","Little",56,"Mixed","Organised",45,"Normal",54,"Normal",54,"Normal","Organised",48,"Medium",48,"Press",58,"Normal",25,"Slow","Little",32,"Short","Organised",41,"Normal",34,"Normal",30,"Little","Free Form",57,"Medium",57,"Press",52,"Normal","draw"
"1187",3021,"2012-02-01","2011/2012",9850,8472,0,3,813,778,869,820,67,"Fast","Little",62,"Mixed","Organised",44,"Normal",72,"Lots",59,"Normal","Organised",47,"Medium",53,"Press",60,"Normal",63,"Balanced","Little",61,"Mixed","Organised",42,"Normal",76,"Lots",62,"Normal","Organised",40,"Medium",50,"Press",42,"Normal","win"
"1188",3025,"2012-02-01","2011/2012",10172,10252,2,2,827,777,870,801,67,"Fast","Little",58,"Mixed","Organised",44,"Normal",60,"Normal",56,"Normal","Organised",43,"Medium",50,"Press",52,"Normal",57,"Balanced","Little",58,"Mixed","Organised",60,"Normal",48,"Normal",48,"Normal","Organised",42,"Medium",51,"Press",44,"Normal","draw"
"1189",3026,"2012-02-01","2011/2012",10261,8655,2,0,806,821,863,878,57,"Balanced","Little",57,"Mixed","Organised",55,"Normal",45,"Normal",40,"Normal","Organised",42,"Medium",50,"Press",38,"Normal",54,"Balanced","Little",54,"Mixed","Organised",54,"Normal",68,"Lots",48,"Normal","Organised",52,"Medium",48,"Press",42,"Normal","lose"
"1190",3028,"2012-02-01","2011/2012",8659,9879,1,1,821,NA,860,NA,48,"Balanced","Little",45,"Mixed","Organised",38,"Normal",62,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",62,"Normal",48,"Balanced","Little",48,"Mixed","Organised",45,"Normal",60,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",52,"Normal","draw"
"1191",3029,"2012-02-04","2011/2012",8655,9825,1,7,871,810,916,871,25,"Slow","Little",32,"Short","Organised",41,"Normal",34,"Normal",30,"Little","Free Form",57,"Medium",57,"Press",52,"Normal",57,"Balanced","Little",57,"Mixed","Organised",55,"Normal",45,"Normal",40,"Normal","Organised",42,"Medium",50,"Press",38,"Normal","win"
"1192",3032,"2012-02-04","2011/2012",9879,8456,0,3,881,823,932,856,45,"Balanced","Little",55,"Mixed","Organised",40,"Normal",38,"Normal",48,"Normal","Free Form",50,"Medium",60,"Press",54,"Normal",48,"Balanced","Little",45,"Mixed","Organised",38,"Normal",62,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",62,"Normal","win"
"1193",3034,"2012-02-04","2011/2012",8559,9850,0,2,772,771,808,837,63,"Balanced","Little",61,"Mixed","Organised",42,"Normal",76,"Lots",62,"Normal","Organised",40,"Medium",50,"Press",42,"Normal",57,"Balanced","Little",56,"Mixed","Organised",45,"Normal",54,"Normal",54,"Normal","Organised",48,"Medium",48,"Press",58,"Normal","win"
"1194",3035,"2012-02-04","2011/2012",8602,10172,2,1,816,783,840,858,57,"Balanced","Little",58,"Mixed","Organised",60,"Normal",48,"Normal",48,"Normal","Organised",42,"Medium",51,"Press",44,"Normal",67,"Fast","Little",68,"Long","Organised",42,"Normal",68,"Lots",56,"Normal","Organised",48,"Medium",60,"Press",45,"Normal","lose"
"1195",3036,"2012-02-04","2011/2012",8472,10194,1,0,811,793,852,862,75,"Fast","Little",75,"Long","Organised",40,"Normal",72,"Lots",55,"Normal","Organised",50,"Medium",58,"Press",45,"Normal",67,"Fast","Little",62,"Mixed","Organised",44,"Normal",72,"Lots",59,"Normal","Organised",47,"Medium",53,"Press",60,"Normal","lose"
"1196",3037,"2012-02-04","2011/2012",10003,8659,2,1,792,798,832,877,48,"Balanced","Little",48,"Mixed","Organised",45,"Normal",60,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",52,"Normal",26,"Slow","Little",24,"Short","Organised",62,"Normal",39,"Normal",57,"Normal","Free Form",48,"Medium",58,"Press",60,"Normal","lose"
"1197",3038,"2012-02-04","2011/2012",8668,8528,1,1,787,837,843,869,38,"Balanced","Little",38,"Mixed","Organised",54,"Normal",42,"Normal",42,"Normal","Organised",40,"Medium",42,"Press",44,"Normal",56,"Balanced","Little",56,"Mixed","Organised",48,"Normal",57,"Normal",56,"Normal","Organised",50,"Medium",50,"Press",60,"Normal","draw"
"1198",22801,"2012-02-04","2011/2012",8633,8305,1,0,802,937,830,962,25,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal",45,"Balanced","Little",35,"Mixed","Free Form",71,"Risky",54,"Normal",73,"Lots","Free Form",49,"Medium",60,"Press",68,"Wide","lose"
"1199",22803,"2012-02-04","2011/2012",8603,8661,0,1,795,787,840,817,58,"Balanced","Little",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal",55,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal","win"
"1200",22804,"2012-02-04","2011/2012",8696,8581,1,1,793,768,818,811,53,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal",43,"Balanced","Little",44,"Mixed","Organised",61,"Normal",71,"Lots",50,"Normal","Organised",50,"Medium",50,"Press",68,"Wide","draw"
"1201",22805,"2012-02-04","2011/2012",8560,8634,1,2,894,793,942,862,24,"Slow","Little",25,"Short","Free Form",37,"Normal",24,"Little",54,"Normal","Free Form",66,"Medium",63,"Press",66,"Normal",24,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide","win"
"1202",22806,"2012-02-04","2011/2012",8558,8315,3,3,824,NA,878,861,42,"Balanced","Little",59,"Mixed","Organised",36,"Normal",78,"Lots",59,"Normal","Organised",37,"Medium",60,"Press",68,"Wide",46,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Organised",37,"Medium",40,"Press",45,"Normal","draw"
"1203",3030,"2012-02-05","2011/2012",10260,8455,3,3,882,879,929,928,60,"Balanced","Little",45,"Mixed","Organised",55,"Normal",45,"Normal",45,"Normal","Organised",60,"Medium",62,"Press",46,"Normal",46,"Balanced","Little",54,"Mixed","Organised",46,"Normal",60,"Normal",55,"Normal","Organised",40,"Medium",50,"Press",56,"Normal","draw"
"1204",3033,"2012-02-05","2011/2012",10252,10261,1,2,815,831,876,870,54,"Balanced","Little",54,"Mixed","Organised",54,"Normal",68,"Lots",48,"Normal","Organised",52,"Medium",48,"Press",42,"Normal",67,"Fast","Little",58,"Mixed","Organised",44,"Normal",60,"Normal",56,"Normal","Organised",43,"Medium",50,"Press",52,"Normal","win"
"1205",22798,"2012-02-05","2011/2012",8370,8394,2,1,789,765,825,811,34,"Balanced","Little",23,"Short","Organised",53,"Normal",56,"Normal",57,"Normal","Organised",51,"Medium",46,"Press",61,"Normal",41,"Balanced","Little",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","lose"
"1206",22799,"2012-02-05","2011/2012",10267,9906,0,0,852,823,915,904,47,"Balanced","Little",51,"Mixed","Organised",67,"Risky",63,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal",20,"Slow","Little",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal","draw"
"1207",22802,"2012-02-05","2011/2012",8371,9869,1,1,NA,784,NA,816,51,"Balanced","Little",43,"Mixed","Organised",68,"Risky",61,"Normal",44,"Normal","Organised",36,"Medium",60,"Press",39,"Normal",34,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","draw"
"1208",22807,"2012-02-05","2011/2012",10205,8302,2,1,840,842,887,872,61,"Balanced","Little",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal",20,"Slow","Little",26,"Short","Organised",43,"Normal",57,"Normal",58,"Normal","Organised",51,"Medium",51,"Press",56,"Normal","lose"
"1209",3031,"2012-02-06","2011/2012",8586,8650,0,0,865,880,911,915,60,"Balanced","Little",60,"Mixed","Organised",48,"Normal",73,"Lots",53,"Normal","Organised",50,"Medium",48,"Press",62,"Normal",44,"Balanced","Little",47,"Mixed","Organised",52,"Normal",63,"Normal",61,"Normal","Organised",43,"Medium",44,"Press",51,"Normal","draw"
"1210",22800,"2012-02-06","2011/2012",9864,7878,1,2,794,833,825,861,48,"Balanced","Little",37,"Mixed","Organised",72,"Risky",76,"Lots",52,"Normal","Organised",49,"Medium",45,"Press",68,"Wide",41,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal","win"
"1211",3040,"2012-02-11","2011/2012",10172,8655,2,3,797,802,863,841,57,"Balanced","Little",57,"Mixed","Organised",55,"Normal",45,"Normal",40,"Normal","Organised",42,"Medium",50,"Press",38,"Normal",57,"Balanced","Little",58,"Mixed","Organised",60,"Normal",48,"Normal",48,"Normal","Organised",42,"Medium",51,"Press",44,"Normal","win"
"1212",3041,"2012-02-11","2011/2012",8528,8559,2,1,783,785,825,846,57,"Balanced","Little",56,"Mixed","Organised",45,"Normal",54,"Normal",54,"Normal","Organised",48,"Medium",48,"Press",58,"Normal",38,"Balanced","Little",38,"Mixed","Organised",54,"Normal",42,"Normal",42,"Normal","Organised",40,"Medium",42,"Press",44,"Normal","lose"
"1213",3042,"2012-02-11","2011/2012",8455,8668,0,2,840,907,868,931,56,"Balanced","Little",56,"Mixed","Organised",48,"Normal",57,"Normal",56,"Normal","Organised",50,"Medium",50,"Press",60,"Normal",60,"Balanced","Little",45,"Mixed","Organised",55,"Normal",45,"Normal",45,"Normal","Organised",60,"Medium",62,"Press",46,"Normal","win"
"1214",3043,"2012-02-11","2011/2012",10194,9879,1,2,839,830,869,874,48,"Balanced","Little",45,"Mixed","Organised",38,"Normal",62,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",62,"Normal",75,"Fast","Little",75,"Long","Organised",40,"Normal",72,"Lots",55,"Normal","Organised",50,"Medium",58,"Press",45,"Normal","win"
"1215",3044,"2012-02-11","2011/2012",8650,10260,1,2,868,881,913,911,46,"Balanced","Little",54,"Mixed","Organised",46,"Normal",60,"Normal",55,"Normal","Organised",40,"Medium",50,"Press",56,"Normal",60,"Balanced","Little",60,"Mixed","Organised",48,"Normal",73,"Lots",53,"Normal","Organised",50,"Medium",48,"Press",62,"Normal","win"
"1216",3045,"2012-02-11","2011/2012",9825,8472,2,1,813,890,869,925,67,"Fast","Little",62,"Mixed","Organised",44,"Normal",72,"Lots",59,"Normal","Organised",47,"Medium",53,"Press",60,"Normal",25,"Slow","Little",32,"Short","Organised",41,"Normal",34,"Normal",30,"Little","Free Form",57,"Medium",57,"Press",52,"Normal","lose"
"1217",3046,"2012-02-11","2011/2012",9850,10003,3,2,797,767,885,808,26,"Slow","Little",24,"Short","Organised",62,"Normal",39,"Normal",57,"Normal","Free Form",48,"Medium",58,"Press",60,"Normal",63,"Balanced","Little",61,"Mixed","Organised",42,"Normal",76,"Lots",62,"Normal","Organised",40,"Medium",50,"Press",42,"Normal","lose"
"1218",3047,"2012-02-11","2011/2012",10261,8586,0,5,871,824,908,882,44,"Balanced","Little",47,"Mixed","Organised",52,"Normal",63,"Normal",61,"Normal","Organised",43,"Medium",44,"Press",51,"Normal",54,"Balanced","Little",54,"Mixed","Organised",54,"Normal",68,"Lots",48,"Normal","Organised",52,"Medium",48,"Press",42,"Normal","win"
"1219",22810,"2012-02-11","2011/2012",8634,8371,2,3,794,929,809,971,34,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide",24,"Slow","Little",25,"Short","Free Form",37,"Normal",24,"Little",54,"Normal","Free Form",66,"Medium",63,"Press",66,"Normal","win"
"1220",22811,"2012-02-11","2011/2012",8315,8603,1,2,791,825,827,875,55,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal",42,"Balanced","Little",59,"Mixed","Organised",36,"Normal",78,"Lots",59,"Normal","Organised",37,"Medium",60,"Press",68,"Wide","win"
"1221",22814,"2012-02-11","2011/2012",9906,8696,0,0,782,847,821,907,43,"Balanced","Little",44,"Mixed","Organised",61,"Normal",71,"Lots",50,"Normal","Organised",50,"Medium",50,"Press",68,"Wide",47,"Balanced","Little",51,"Mixed","Organised",67,"Risky",63,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","draw"
"1222",3039,"2012-02-12","2011/2012",8456,10252,1,0,827,876,856,927,67,"Fast","Little",58,"Mixed","Organised",44,"Normal",60,"Normal",56,"Normal","Organised",43,"Medium",50,"Press",52,"Normal",45,"Balanced","Little",55,"Mixed","Organised",40,"Normal",38,"Normal",48,"Normal","Free Form",50,"Medium",60,"Press",54,"Normal","lose"
"1223",3048,"2012-02-12","2011/2012",8659,8602,5,1,807,803,856,838,67,"Fast","Little",68,"Long","Organised",42,"Normal",68,"Lots",56,"Normal","Organised",48,"Medium",60,"Press",45,"Normal",48,"Balanced","Little",48,"Mixed","Organised",45,"Normal",60,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",52,"Normal","lose"
"1224",22808,"2012-02-12","2011/2012",8661,9864,1,3,824,781,868,827,41,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal",58,"Balanced","Little",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal","win"
"1225",22809,"2012-02-12","2011/2012",8581,8633,2,4,916,784,956,796,45,"Balanced","Little",35,"Mixed","Free Form",71,"Risky",54,"Normal",73,"Lots","Free Form",49,"Medium",60,"Press",68,"Wide",53,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal","win"
"1226",22813,"2012-02-12","2011/2012",8394,8558,2,0,805,778,854,827,46,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Organised",37,"Medium",40,"Press",45,"Normal",34,"Balanced","Little",23,"Short","Organised",53,"Normal",56,"Normal",57,"Normal","Organised",51,"Medium",46,"Press",61,"Normal","lose"
"1227",22815,"2012-02-12","2011/2012",7878,10205,1,3,NA,NA,NA,816,20,"Slow","Little",26,"Short","Organised",43,"Normal",57,"Normal",58,"Normal","Organised",51,"Medium",51,"Press",56,"Normal",48,"Balanced","Little",37,"Mixed","Organised",72,"Risky",76,"Lots",52,"Normal","Organised",49,"Medium",45,"Press",68,"Wide","win"
"1228",22816,"2012-02-12","2011/2012",8305,8370,0,2,782,810,831,836,41,"Balanced","Little",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal",25,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal","win"
"1229",22817,"2012-02-12","2011/2012",9869,10267,0,4,844,NA,887,NA,20,"Slow","Little",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal",51,"Balanced","Little",43,"Mixed","Organised",68,"Risky",61,"Normal",44,"Normal","Organised",36,"Medium",60,"Press",39,"Normal","win"
"1230",22812,"2012-02-13","2011/2012",8302,8560,0,2,789,838,844,874,24,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide",61,"Balanced","Little",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal","win"
"1231",22819,"2012-02-18","2011/2012",8696,8633,0,4,909,785,956,819,45,"Balanced","Little",35,"Mixed","Free Form",71,"Risky",54,"Normal",73,"Lots","Free Form",49,"Medium",60,"Press",68,"Wide",43,"Balanced","Little",44,"Mixed","Organised",61,"Normal",71,"Lots",50,"Normal","Organised",50,"Medium",50,"Press",68,"Wide","win"
"1232",22820,"2012-02-18","2011/2012",8371,8302,0,2,837,775,880,801,61,"Balanced","Little",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal",34,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","win"
"1233",22823,"2012-02-18","2011/2012",8558,8305,1,1,813,NA,834,856,25,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal",46,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Organised",37,"Medium",40,"Press",45,"Normal","draw"
"1234",22818,"2012-02-19","2011/2012",9864,8315,0,3,817,829,871,871,42,"Balanced","Little",59,"Mixed","Organised",36,"Normal",78,"Lots",59,"Normal","Organised",37,"Medium",60,"Press",68,"Wide",41,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal","win"
"1235",22822,"2012-02-19","2011/2012",8560,7878,1,4,791,796,819,857,48,"Balanced","Little",37,"Mixed","Organised",72,"Risky",76,"Lots",52,"Normal","Organised",49,"Medium",45,"Press",68,"Wide",24,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide","win"
"1236",22824,"2012-02-19","2011/2012",9906,9869,1,1,NA,825,NA,902,51,"Balanced","Little",43,"Mixed","Organised",68,"Risky",61,"Normal",44,"Normal","Organised",36,"Medium",60,"Press",39,"Normal",47,"Balanced","Little",51,"Mixed","Organised",67,"Risky",63,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","draw"
"1237",22825,"2012-02-19","2011/2012",10205,8661,0,4,796,839,828,874,58,"Balanced","Little",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal",20,"Slow","Little",26,"Short","Organised",43,"Normal",57,"Normal",58,"Normal","Organised",51,"Medium",51,"Press",56,"Normal","win"
"1238",22826,"2012-02-19","2011/2012",8370,8581,5,3,792,767,811,818,53,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal",41,"Balanced","Little",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","lose"
"1239",22827,"2012-02-19","2011/2012",10267,8634,1,5,921,820,968,903,24,"Slow","Little",25,"Short","Free Form",37,"Normal",24,"Little",54,"Normal","Free Form",66,"Medium",63,"Press",66,"Normal",20,"Slow","Little",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal","win"
"1240",22821,"2012-02-20","2011/2012",8603,8394,2,0,789,791,825,834,34,"Balanced","Little",23,"Short","Organised",53,"Normal",56,"Normal",57,"Normal","Organised",51,"Medium",46,"Press",61,"Normal",55,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal","lose"
"1241",3050,"2012-02-25","2011/2012",8559,8455,0,3,888,774,936,845,60,"Balanced","Little",45,"Mixed","Organised",55,"Normal",45,"Normal",45,"Normal","Organised",60,"Medium",62,"Press",46,"Normal",57,"Balanced","Little",56,"Mixed","Organised",45,"Normal",54,"Normal",54,"Normal","Organised",48,"Medium",48,"Press",58,"Normal","win"
"1242",3052,"2012-02-25","2011/2012",8655,8456,0,3,892,768,940,848,45,"Balanced","Little",55,"Mixed","Organised",40,"Normal",38,"Normal",48,"Normal","Free Form",50,"Medium",60,"Press",54,"Normal",57,"Balanced","Little",57,"Mixed","Organised",55,"Normal",45,"Normal",40,"Normal","Organised",42,"Medium",50,"Press",38,"Normal","win"
"1243",3053,"2012-02-25","2011/2012",8602,10261,2,2,840,775,899,843,54,"Balanced","Little",54,"Mixed","Organised",54,"Normal",68,"Lots",48,"Normal","Organised",52,"Medium",48,"Press",42,"Normal",67,"Fast","Little",68,"Long","Organised",42,"Normal",68,"Lots",56,"Normal","Organised",48,"Medium",60,"Press",45,"Normal","draw"
"1244",3055,"2012-02-25","2011/2012",9879,10172,1,0,803,841,842,867,57,"Balanced","Little",58,"Mixed","Organised",60,"Normal",48,"Normal",48,"Normal","Organised",42,"Medium",51,"Press",44,"Normal",48,"Balanced","Little",45,"Mixed","Organised",38,"Normal",62,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",62,"Normal","lose"
"1245",3057,"2012-02-25","2011/2012",8472,8659,0,4,793,797,826,864,48,"Balanced","Little",48,"Mixed","Organised",45,"Normal",60,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",52,"Normal",67,"Fast","Little",62,"Mixed","Organised",44,"Normal",72,"Lots",59,"Normal","Organised",47,"Medium",53,"Press",60,"Normal","win"
"1246",3058,"2012-02-25","2011/2012",10252,8528,0,0,789,818,847,867,38,"Balanced","Little",38,"Mixed","Organised",54,"Normal",42,"Normal",42,"Normal","Organised",40,"Medium",42,"Press",44,"Normal",67,"Fast","Little",58,"Mixed","Organised",44,"Normal",60,"Normal",56,"Normal","Organised",43,"Medium",50,"Press",52,"Normal","draw"
"1247",22828,"2012-02-25","2011/2012",8305,8603,1,1,785,808,819,834,55,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal",25,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal","draw"
"1248",22829,"2012-02-25","2011/2012",9869,8696,1,1,786,NA,820,NA,43,"Balanced","Little",44,"Mixed","Organised",61,"Normal",71,"Lots",50,"Normal","Organised",50,"Medium",50,"Press",68,"Wide",51,"Balanced","Little",43,"Mixed","Organised",68,"Risky",61,"Normal",44,"Normal","Organised",36,"Medium",60,"Press",39,"Normal","draw"
"1249",22831,"2012-02-25","2011/2012",8581,8558,2,1,796,801,853,823,46,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Organised",37,"Medium",40,"Press",45,"Normal",53,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal","lose"
"1250",22836,"2012-02-25","2011/2012",8394,9864,1,5,824,765,868,829,41,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal",34,"Balanced","Little",23,"Short","Organised",53,"Normal",56,"Normal",57,"Normal","Organised",51,"Medium",46,"Press",61,"Normal","win"
