"","id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"210",22289,"2010-11-08","2010/2011",10267,8302,0,2,848,856,918,919,30,"Slow","Little",30,"Short","Free Form",70,"Risky",60,"Normal",70,"Lots","Free Form",60,"Medium",70,"Double",65,"Normal",30,"Slow","Little",30,"Short","Free Form",55,"Normal",60,"Normal",70,"Lots","Organised",55,"Medium",60,"Press",60,"Normal","win"
"211",2519,"2010-11-09","2010/2011",8472,8586,1,1,871,817,930,888,70,"Fast","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",50,"Medium",50,"Press",50,"Normal",60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","draw"
"212",2522,"2010-11-09","2010/2011",8658,10194,2,3,804,838,867,883,65,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide","win"
"213",2520,"2010-11-10","2010/2011",8659,8654,2,2,820,791,873,862,58,"Balanced","Little",30,"Short","Organised",31,"Safe",70,"Lots",50,"Normal","Organised",30,"Deep",70,"Double",30,"Narrow",65,"Balanced","Little",40,"Mixed","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",70,"High",70,"Double",70,"Wide","draw"
"214",2521,"2010-11-10","2010/2011",9825,8602,2,0,764,890,830,956,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide",66,"Balanced","Little",30,"Short","Free Form",30,"Safe",45,"Normal",35,"Normal","Free Form",30,"Deep",40,"Press",50,"Normal","lose"
"215",2523,"2010-11-10","2010/2011",8650,8528,1,1,790,887,862,926,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",50,"Balanced","Little",35,"Mixed","Organised",50,"Normal",60,"Normal",70,"Lots","Organised",40,"Medium",60,"Press",40,"Normal","draw"
"216",2524,"2010-11-10","2010/2011",8483,10252,2,3,839,NA,899,NA,70,"Fast","Little",59,"Mixed","Organised",65,"Normal",70,"Lots",50,"Normal","Free Form",30,"Deep",70,"Double",30,"Narrow",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",65,"Normal","Organised",70,"High",70,"Double",70,"Wide","win"
"217",2525,"2010-11-10","2010/2011",8559,8668,1,1,854,NA,917,NA,60,"Balanced","Little",65,"Mixed","Organised",60,"Normal",70,"Lots",45,"Normal","Organised",40,"Medium",70,"Double",40,"Normal",55,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",45,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","draw"
"218",2526,"2010-11-10","2010/2011",8655,10261,2,1,795,804,867,868,70,"Fast","Little",60,"Mixed","Organised",65,"Normal",70,"Lots",60,"Normal","Organised",45,"Medium",65,"Press",45,"Normal",55,"Balanced","Little",70,"Long","Organised",60,"Normal",70,"Lots",55,"Normal","Organised",45,"Medium",70,"Double",45,"Normal","lose"
"219",2527,"2010-11-10","2010/2011",10260,8456,0,0,877,NA,946,NA,70,"Fast","Little",60,"Mixed","Organised",55,"Normal",70,"Lots",70,"Lots","Organised",45,"Medium",55,"Press",45,"Normal",70,"Fast","Little",45,"Mixed","Organised",45,"Normal",70,"Lots",65,"Normal","Free Form",40,"Medium",50,"Press",40,"Normal","draw"
"220",2528,"2010-11-10","2010/2011",9879,8455,0,1,899,823,960,889,70,"Fast","Little",60,"Mixed","Free Form",56,"Normal",70,"Lots",70,"Lots","Free Form",30,"Deep",60,"Press",35,"Normal",60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",40,"Medium",35,"Press",40,"Normal","win"
"221",2529,"2010-11-13","2010/2011",8655,8586,2,4,865,804,922,868,70,"Fast","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",50,"Medium",50,"Press",50,"Normal",55,"Balanced","Little",70,"Long","Organised",60,"Normal",70,"Lots",55,"Normal","Organised",45,"Medium",70,"Double",45,"Normal","win"
"222",2530,"2010-11-13","2010/2011",8483,8654,0,0,816,726,876,817,58,"Balanced","Little",30,"Short","Organised",31,"Safe",70,"Lots",50,"Normal","Organised",30,"Deep",70,"Double",30,"Narrow",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",65,"Normal","Organised",70,"High",70,"Double",70,"Wide","draw"
"223",2531,"2010-11-13","2010/2011",10260,10252,2,2,821,912,901,947,70,"Fast","Little",59,"Mixed","Organised",65,"Normal",70,"Lots",50,"Normal","Free Form",30,"Deep",70,"Double",30,"Narrow",70,"Fast","Little",45,"Mixed","Organised",45,"Normal",70,"Lots",65,"Normal","Free Form",40,"Medium",50,"Press",40,"Normal","draw"
"224",2533,"2010-11-13","2010/2011",9879,10261,0,0,793,843,869,897,70,"Fast","Little",60,"Mixed","Organised",65,"Normal",70,"Lots",60,"Normal","Organised",45,"Medium",65,"Press",45,"Normal",60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",40,"Medium",35,"Press",40,"Normal","draw"
"225",2534,"2010-11-13","2010/2011",8658,8456,0,0,873,840,944,882,70,"Fast","Little",60,"Mixed","Organised",55,"Normal",70,"Lots",70,"Lots","Organised",45,"Medium",55,"Press",45,"Normal",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide","draw"
"226",2535,"2010-11-13","2010/2011",8559,8602,3,2,769,NA,841,NA,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide",55,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",45,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","lose"
"227",2536,"2010-11-13","2010/2011",8650,10194,0,2,799,893,863,933,65,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",50,"Balanced","Little",35,"Mixed","Organised",50,"Normal",60,"Normal",70,"Lots","Organised",40,"Medium",60,"Press",40,"Normal","win"
"228",2537,"2010-11-13","2010/2011",8659,8528,0,1,788,788,859,865,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",65,"Balanced","Little",40,"Mixed","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",70,"High",70,"Double",70,"Wide","win"
"229",22300,"2010-11-13","2010/2011",10205,8634,1,3,902,854,965,910,42,"Balanced","Little",30,"Short","Free Form",65,"Normal",40,"Normal",70,"Lots","Free Form",70,"High",30,"Contain",70,"Wide",64,"Balanced","Little",30,"Short","Free Form",55,"Normal",35,"Normal",70,"Lots","Free Form",65,"Medium",30,"Contain",70,"Wide","win"
"230",22301,"2010-11-13","2010/2011",9865,8315,0,1,803,751,864,856,60,"Balanced","Little",45,"Mixed","Organised",35,"Normal",70,"Lots",55,"Normal","Organised",30,"Deep",70,"Double",35,"Normal",65,"Balanced","Little",45,"Mixed","Organised",45,"Normal",45,"Normal",70,"Lots","Organised",70,"High",65,"Press",30,"Narrow","win"
"231",22303,"2010-11-13","2010/2011",8371,9906,0,3,844,819,924,877,64,"Balanced","Little",30,"Short","Free Form",65,"Normal",50,"Normal",70,"Lots","Free Form",70,"High",34,"Press",55,"Normal",35,"Balanced","Little",35,"Mixed","Organised",45,"Normal",65,"Normal",55,"Normal","Free Form",30,"Deep",65,"Press",55,"Normal","win"
"232",2532,"2010-11-14","2010/2011",9825,8668,2,1,847,890,907,962,60,"Balanced","Little",65,"Mixed","Organised",60,"Normal",70,"Lots",45,"Normal","Organised",40,"Medium",70,"Double",40,"Normal",66,"Balanced","Little",30,"Short","Free Form",30,"Safe",45,"Normal",35,"Normal","Free Form",30,"Deep",40,"Press",50,"Normal","lose"
"233",2538,"2010-11-14","2010/2011",8472,8455,3,0,882,808,950,892,70,"Fast","Little",60,"Mixed","Free Form",56,"Normal",70,"Lots",70,"Lots","Free Form",30,"Deep",60,"Press",35,"Normal",60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","lose"
"234",22298,"2010-11-14","2010/2011",8302,8394,2,1,788,850,862,916,30,"Slow","Little",30,"Short","Free Form",50,"Normal",35,"Normal",70,"Lots","Organised",40,"Medium",30,"Contain",45,"Normal",30,"Slow","Little",30,"Short","Free Form",70,"Risky",60,"Normal",70,"Lots","Free Form",60,"Medium",70,"Double",65,"Normal","lose"
"235",22299,"2010-11-14","2010/2011",8305,10267,0,2,848,NA,910,886,30,"Slow","Little",30,"Short","Free Form",55,"Normal",60,"Normal",70,"Lots","Organised",55,"Medium",60,"Press",60,"Normal",30,"Slow","Little",35,"Mixed","Organised",35,"Normal",50,"Normal",70,"Lots","Free Form",40,"Medium",30,"Contain",50,"Normal","win"
"236",22302,"2010-11-14","2010/2011",8633,9869,1,0,804,906,848,971,70,"Fast","Little",55,"Mixed","Organised",65,"Normal",50,"Normal",70,"Lots","Organised",70,"High",70,"Double",55,"Normal",55,"Balanced","Little",30,"Short","Free Form",70,"Risky",60,"Normal",70,"Lots","Free Form",65,"Medium",40,"Press",65,"Normal","lose"
"237",22304,"2010-11-14","2010/2011",8560,10278,1,2,777,763,841,830,40,"Balanced","Little",30,"Short","Organised",50,"Normal",35,"Normal",70,"Lots","Organised",35,"Medium",35,"Press",50,"Normal",40,"Balanced","Little",30,"Short","Free Form",50,"Normal",40,"Normal",70,"Lots","Organised",45,"Medium",30,"Contain",35,"Normal","win"
"238",22305,"2010-11-14","2010/2011",8558,8696,0,0,805,756,861,848,45,"Balanced","Little",55,"Mixed","Organised",70,"Risky",70,"Lots",65,"Normal","Free Form",45,"Medium",55,"Press",50,"Normal",55,"Balanced","Little",40,"Mixed","Organised",70,"Risky",55,"Normal",70,"Lots","Organised",70,"High",50,"Press",60,"Normal","draw"
"239",22306,"2010-11-14","2010/2011",8581,9864,0,1,777,772,841,847,60,"Balanced","Little",55,"Mixed","Organised",40,"Normal",45,"Normal",70,"Lots","Organised",45,"Medium",65,"Press",45,"Normal",30,"Slow","Little",30,"Short","Organised",45,"Normal",40,"Normal",70,"Lots","Organised",30,"Deep",35,"Press",50,"Normal","win"
"240",22307,"2010-11-14","2010/2011",9783,8661,0,0,NA,802,NA,886,40,"Balanced","Little",40,"Mixed","Organised",50,"Normal",40,"Normal",50,"Normal","Free Form",45,"Medium",40,"Press",45,"Normal",30,"Slow","Little",30,"Short","Organised",30,"Safe",45,"Normal",65,"Normal","Organised",35,"Medium",35,"Press",45,"Normal","draw"
"241",2539,"2010-11-20","2010/2011",8528,10260,0,2,NA,792,NA,850,70,"Fast","Little",45,"Mixed","Organised",45,"Normal",70,"Lots",65,"Normal","Free Form",40,"Medium",50,"Press",40,"Normal",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","win"
"242",2540,"2010-11-20","2010/2011",8586,9825,3,2,873,882,954,936,66,"Balanced","Little",30,"Short","Free Form",30,"Safe",45,"Normal",35,"Normal","Free Form",30,"Deep",40,"Press",50,"Normal",70,"Fast","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",50,"Medium",50,"Press",50,"Normal","lose"
"243",2541,"2010-11-20","2010/2011",8654,8650,0,3,881,809,939,872,50,"Balanced","Little",35,"Mixed","Organised",50,"Normal",60,"Normal",70,"Lots","Organised",40,"Medium",60,"Press",40,"Normal",58,"Balanced","Little",30,"Short","Organised",31,"Safe",70,"Lots",50,"Normal","Organised",30,"Deep",70,"Double",30,"Narrow","win"
"244",2545,"2010-11-20","2010/2011",8455,8658,0,1,838,895,885,942,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide",70,"Fast","Little",60,"Mixed","Free Form",56,"Normal",70,"Lots",70,"Lots","Free Form",30,"Deep",60,"Press",35,"Normal","win"
"245",2546,"2010-11-20","2010/2011",10261,8559,1,5,NA,800,NA,867,55,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",45,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",70,"Fast","Little",60,"Mixed","Organised",65,"Normal",70,"Lots",60,"Normal","Organised",45,"Medium",65,"Press",45,"Normal","win"
"246",2547,"2010-11-20","2010/2011",10194,8659,3,0,773,791,852,860,65,"Balanced","Little",40,"Mixed","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",70,"High",70,"Double",70,"Wide",65,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","lose"
"247",2548,"2010-11-20","2010/2011",8602,8483,1,2,NA,770,NA,837,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",65,"Normal","Organised",70,"High",70,"Double",70,"Wide",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide","win"
"248",22310,"2010-11-20","2010/2011",10267,10205,1,1,859,838,916,894,64,"Balanced","Little",30,"Short","Free Form",55,"Normal",35,"Normal",70,"Lots","Free Form",65,"Medium",30,"Contain",70,"Wide",30,"Slow","Little",30,"Short","Free Form",55,"Normal",60,"Normal",70,"Lots","Organised",55,"Medium",60,"Press",60,"Normal","draw"
"249",22311,"2010-11-20","2010/2011",8634,9865,8,0,800,913,870,963,65,"Balanced","Little",45,"Mixed","Organised",45,"Normal",45,"Normal",70,"Lots","Organised",70,"High",65,"Press",30,"Narrow",42,"Balanced","Little",30,"Short","Free Form",65,"Normal",40,"Normal",70,"Lots","Free Form",70,"High",30,"Contain",70,"Wide","lose"
"250",22312,"2010-11-20","2010/2011",8315,8633,1,5,899,826,970,862,55,"Balanced","Little",30,"Short","Free Form",70,"Risky",60,"Normal",70,"Lots","Free Form",65,"Medium",40,"Press",65,"Normal",60,"Balanced","Little",45,"Mixed","Organised",35,"Normal",70,"Lots",55,"Normal","Organised",30,"Deep",70,"Double",35,"Normal","win"
"251",2543,"2010-11-21","2010/2011",10252,8655,0,2,806,834,872,905,55,"Balanced","Little",70,"Long","Organised",60,"Normal",70,"Lots",55,"Normal","Organised",45,"Medium",70,"Double",45,"Normal",70,"Fast","Little",59,"Mixed","Organised",65,"Normal",70,"Lots",50,"Normal","Free Form",30,"Deep",70,"Double",30,"Narrow","win"
"252",2544,"2010-11-21","2010/2011",8456,9879,4,1,839,884,887,952,60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",40,"Medium",35,"Press",40,"Normal",70,"Fast","Little",60,"Mixed","Organised",55,"Normal",70,"Lots",70,"Lots","Organised",45,"Medium",55,"Press",45,"Normal","lose"
"253",22308,"2010-11-21","2010/2011",8661,8302,2,1,843,797,924,862,30,"Slow","Little",30,"Short","Free Form",70,"Risky",60,"Normal",70,"Lots","Free Form",60,"Medium",70,"Double",65,"Normal",40,"Balanced","Little",40,"Mixed","Organised",50,"Normal",40,"Normal",50,"Normal","Free Form",45,"Medium",40,"Press",45,"Normal","lose"
"254",22313,"2010-11-21","2010/2011",9869,8371,0,1,809,NA,871,847,35,"Balanced","Little",35,"Mixed","Organised",45,"Normal",65,"Normal",55,"Normal","Free Form",30,"Deep",65,"Press",55,"Normal",70,"Fast","Little",55,"Mixed","Organised",65,"Normal",50,"Normal",70,"Lots","Organised",70,"High",70,"Double",55,"Normal","win"
"255",22314,"2010-11-21","2010/2011",9906,8560,4,2,763,854,830,914,40,"Balanced","Little",30,"Short","Free Form",50,"Normal",40,"Normal",70,"Lots","Organised",45,"Medium",30,"Contain",35,"Normal",64,"Balanced","Little",30,"Short","Free Form",65,"Normal",50,"Normal",70,"Lots","Free Form",70,"High",34,"Press",55,"Normal","lose"
"256",22315,"2010-11-21","2010/2011",10278,8558,0,3,758,NA,854,NA,55,"Balanced","Little",40,"Mixed","Organised",70,"Risky",55,"Normal",70,"Lots","Organised",70,"High",50,"Press",60,"Normal",40,"Balanced","Little",30,"Short","Organised",50,"Normal",35,"Normal",70,"Lots","Organised",35,"Medium",35,"Press",50,"Normal","win"
"257",22316,"2010-11-21","2010/2011",8696,8581,1,3,761,808,831,863,30,"Slow","Little",30,"Short","Organised",45,"Normal",40,"Normal",70,"Lots","Organised",30,"Deep",35,"Press",50,"Normal",45,"Balanced","Little",55,"Mixed","Organised",70,"Risky",70,"Lots",65,"Normal","Free Form",45,"Medium",55,"Press",50,"Normal","win"
"258",22317,"2010-11-21","2010/2011",9864,9783,0,3,801,NA,872,NA,30,"Slow","Little",30,"Short","Organised",30,"Safe",45,"Normal",65,"Normal","Organised",35,"Medium",35,"Press",45,"Normal",60,"Balanced","Little",55,"Mixed","Organised",40,"Normal",45,"Normal",70,"Lots","Organised",45,"Medium",65,"Press",45,"Normal","win"
"259",2542,"2010-11-22","2010/2011",8668,8472,2,2,812,857,902,906,60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",60,"Balanced","Little",65,"Mixed","Organised",60,"Normal",70,"Lots",45,"Normal","Organised",40,"Medium",70,"Double",40,"Normal","draw"
"260",22309,"2010-11-22","2010/2011",8394,8305,1,1,804,808,868,881,30,"Slow","Little",35,"Mixed","Organised",35,"Normal",50,"Normal",70,"Lots","Free Form",40,"Medium",30,"Contain",50,"Normal",30,"Slow","Little",30,"Short","Free Form",50,"Normal",35,"Normal",70,"Lots","Organised",40,"Medium",30,"Contain",45,"Normal","draw"
"261",2549,"2010-11-27","2010/2011",8655,10260,1,7,NA,796,NA,832,70,"Fast","Little",45,"Mixed","Organised",45,"Normal",70,"Lots",65,"Normal","Free Form",40,"Medium",50,"Press",40,"Normal",55,"Balanced","Little",70,"Long","Organised",60,"Normal",70,"Lots",55,"Normal","Organised",45,"Medium",70,"Double",45,"Normal","win"
"262",2551,"2010-11-27","2010/2011",8528,8654,1,3,813,783,873,861,58,"Balanced","Little",30,"Short","Organised",31,"Safe",70,"Lots",50,"Normal","Organised",30,"Deep",70,"Double",30,"Narrow",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","win"
"263",2552,"2010-11-27","2010/2011",9825,10252,4,2,840,879,906,953,70,"Fast","Little",59,"Mixed","Organised",65,"Normal",70,"Lots",50,"Normal","Free Form",30,"Deep",70,"Double",30,"Narrow",66,"Balanced","Little",30,"Short","Free Form",30,"Safe",45,"Normal",35,"Normal","Free Form",30,"Deep",40,"Press",50,"Normal","lose"
"264",2553,"2010-11-27","2010/2011",8659,8668,4,1,844,776,907,844,60,"Balanced","Little",65,"Mixed","Organised",60,"Normal",70,"Lots",45,"Normal","Organised",40,"Medium",70,"Double",40,"Normal",65,"Balanced","Little",40,"Mixed","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",70,"High",70,"Double",70,"Wide","lose"
"265",2555,"2010-11-27","2010/2011",8472,8602,2,3,764,831,856,907,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide",60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","win"
"266",2556,"2010-11-27","2010/2011",8658,9879,1,1,835,846,885,884,60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",40,"Medium",35,"Press",40,"Normal",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide","draw"
"267",2557,"2010-11-27","2010/2011",8483,8559,2,2,NA,747,NA,NA,55,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",45,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",65,"Normal","Organised",70,"High",70,"Double",70,"Wide","draw"
"268",2558,"2010-11-27","2010/2011",8456,10194,1,1,799,883,863,952,65,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",70,"Fast","Little",60,"Mixed","Organised",55,"Normal",70,"Lots",70,"Lots","Organised",45,"Medium",55,"Press",45,"Normal","draw"
"269",22318,"2010-11-27","2010/2011",8305,8302,3,1,855,NA,930,883,30,"Slow","Little",30,"Short","Free Form",70,"Risky",60,"Normal",70,"Lots","Free Form",60,"Medium",70,"Double",65,"Normal",30,"Slow","Little",35,"Mixed","Organised",35,"Normal",50,"Normal",70,"Lots","Free Form",40,"Medium",30,"Contain",50,"Normal","lose"
"270",22319,"2010-11-27","2010/2011",10205,8394,3,0,803,853,868,915,30,"Slow","Little",30,"Short","Free Form",50,"Normal",35,"Normal",70,"Lots","Organised",40,"Medium",30,"Contain",45,"Normal",64,"Balanced","Little",30,"Short","Free Form",55,"Normal",35,"Normal",70,"Lots","Free Form",65,"Medium",30,"Contain",70,"Wide","lose"
"271",22324,"2010-11-27","2010/2011",8558,9906,3,2,852,756,924,848,64,"Balanced","Little",30,"Short","Free Form",65,"Normal",50,"Normal",70,"Lots","Free Form",70,"High",34,"Press",55,"Normal",55,"Balanced","Little",40,"Mixed","Organised",70,"Risky",55,"Normal",70,"Lots","Organised",70,"High",50,"Press",60,"Normal","lose"
"272",2550,"2010-11-28","2010/2011",8650,8586,1,2,875,902,934,941,70,"Fast","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",50,"Medium",50,"Press",50,"Normal",50,"Balanced","Little",35,"Mixed","Organised",50,"Normal",60,"Normal",70,"Lots","Organised",40,"Medium",60,"Press",40,"Normal","win"
"273",2554,"2010-11-28","2010/2011",8455,10261,1,1,796,899,868,946,70,"Fast","Little",60,"Mixed","Organised",65,"Normal",70,"Lots",60,"Normal","Organised",45,"Medium",65,"Press",45,"Normal",70,"Fast","Little",60,"Mixed","Free Form",56,"Normal",70,"Lots",70,"Lots","Free Form",30,"Deep",60,"Press",35,"Normal","draw"
"274",22320,"2010-11-28","2010/2011",9865,10267,1,2,832,771,903,872,30,"Slow","Little",30,"Short","Free Form",55,"Normal",60,"Normal",70,"Lots","Organised",55,"Medium",60,"Press",60,"Normal",65,"Balanced","Little",45,"Mixed","Organised",45,"Normal",45,"Normal",70,"Lots","Organised",70,"High",65,"Press",30,"Narrow","win"
"275",22322,"2010-11-28","2010/2011",8371,8315,0,1,821,816,875,865,60,"Balanced","Little",45,"Mixed","Organised",35,"Normal",70,"Lots",55,"Normal","Organised",30,"Deep",70,"Double",35,"Normal",35,"Balanced","Little",35,"Mixed","Organised",45,"Normal",65,"Normal",55,"Normal","Free Form",30,"Deep",65,"Press",55,"Normal","win"
"276",22323,"2010-11-28","2010/2011",8560,9869,3,1,798,759,848,828,70,"Fast","Little",55,"Mixed","Organised",65,"Normal",50,"Normal",70,"Lots","Organised",70,"High",70,"Double",55,"Normal",40,"Balanced","Little",30,"Short","Free Form",50,"Normal",40,"Normal",70,"Lots","Organised",45,"Medium",30,"Contain",35,"Normal","lose"
"277",22325,"2010-11-28","2010/2011",8581,10278,1,3,NA,NA,NA,NA,40,"Balanced","Little",30,"Short","Organised",50,"Normal",35,"Normal",70,"Lots","Organised",35,"Medium",35,"Press",50,"Normal",30,"Slow","Little",30,"Short","Organised",45,"Normal",40,"Normal",70,"Lots","Organised",30,"Deep",35,"Press",50,"Normal","win"
"278",22326,"2010-11-28","2010/2011",9783,8696,0,1,796,804,856,877,45,"Balanced","Little",55,"Mixed","Organised",70,"Risky",70,"Lots",65,"Normal","Free Form",45,"Medium",55,"Press",50,"Normal",30,"Slow","Little",30,"Short","Organised",30,"Safe",45,"Normal",65,"Normal","Organised",35,"Medium",35,"Press",45,"Normal","win"
"279",22327,"2010-11-28","2010/2011",9864,8661,0,2,772,NA,849,NA,40,"Balanced","Little",40,"Mixed","Organised",50,"Normal",40,"Normal",50,"Normal","Free Form",45,"Medium",40,"Press",45,"Normal",60,"Balanced","Little",55,"Mixed","Organised",40,"Normal",45,"Normal",70,"Lots","Organised",45,"Medium",65,"Press",45,"Normal","win"
"280",22321,"2010-11-29","2010/2011",8633,8634,0,5,907,915,969,976,42,"Balanced","Little",30,"Short","Free Form",65,"Normal",40,"Normal",70,"Lots","Free Form",70,"High",30,"Contain",70,"Wide",55,"Balanced","Little",30,"Short","Free Form",70,"Risky",60,"Normal",70,"Lots","Free Form",65,"Medium",40,"Press",65,"Normal","win"
"281",2559,"2010-12-04","2010/2011",9879,9825,1,2,862,824,951,893,66,"Balanced","Little",30,"Short","Free Form",30,"Safe",45,"Normal",35,"Normal","Free Form",30,"Deep",40,"Press",50,"Normal",60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",40,"Medium",35,"Press",40,"Normal","win"
"282",2562,"2010-12-04","2010/2011",8559,8456,0,1,883,NA,948,NA,70,"Fast","Little",60,"Mixed","Organised",55,"Normal",70,"Lots",70,"Lots","Organised",45,"Medium",55,"Press",45,"Normal",55,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",45,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","win"
"283",2563,"2010-12-04","2010/2011",8602,8655,0,3,807,749,873,860,55,"Balanced","Little",70,"Long","Organised",60,"Normal",70,"Lots",55,"Normal","Organised",45,"Medium",70,"Double",45,"Normal",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide","win"
"284",2564,"2010-12-04","2010/2011",8586,8658,1,1,824,884,876,938,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide",70,"Fast","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",50,"Medium",50,"Press",50,"Normal","draw"
"285",2567,"2010-12-04","2010/2011",10194,8528,2,2,786,792,855,856,70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",35,"Medium",70,"Double",35,"Normal",65,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","draw"
