team.home,away.team,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
6,18,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,1,2,3,1,3,3,2,1
19,25,2,1,2,2,1,2,3,2,3,3,2,1,1,1,2,2,2,3,2,3,2,2,3
33,2,2,1,1,2,2,2,2,2,2,2,3,2,1,2,2,1,2,3,1,1,2,1,3
3,12,2,1,1,2,2,2,2,2,2,2,3,1,1,2,2,1,2,3,2,3,2,2,3
25,4,1,1,1,2,2,2,3,2,3,2,2,1,1,1,2,1,2,3,2,3,2,2,2
26,18,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,1,2,3,1,3,3,2,1
28,2,2,1,2,2,1,3,3,2,3,3,2,2,1,2,2,1,2,3,1,1,2,1,2
30,6,1,1,2,2,2,2,3,2,2,2,3,1,1,1,2,2,2,3,2,3,2,2,1
31,13,1,1,3,2,3,2,3,2,1,2,1,1,1,1,2,2,2,3,2,3,3,2,1
32,33,2,1,1,2,2,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,3,2
10,1,2,1,2,1,1,2,2,1,1,3,2,1,1,3,1,3,3,3,1,1,3,2,2
16,5,1,1,2,2,1,3,2,2,3,3,2,2,1,1,2,2,2,3,2,2,2,3,3
17,19,2,1,2,2,1,2,2,2,3,3,2,2,1,2,2,1,2,3,2,3,3,2,2
1,3,1,1,3,1,3,3,3,1,1,3,2,2,1,1,2,2,2,2,2,2,2,3,2
2,10,2,1,2,2,1,2,3,1,1,2,1,2,1,2,1,1,2,2,1,1,3,2,1
6,25,1,1,1,2,2,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,2
13,28,1,1,1,2,2,2,3,2,3,3,2,2,1,2,2,1,3,3,2,3,3,2,3
18,30,2,1,2,2,1,2,3,1,3,3,2,1,1,2,2,2,2,3,2,2,2,3,1
19,32,2,1,2,2,1,2,3,2,3,3,2,2,1,1,2,2,2,3,2,3,2,2,1
33,31,2,1,1,2,2,2,2,2,2,2,3,1,1,3,2,3,2,3,2,1,2,1,1
5,17,2,1,1,2,2,2,3,2,2,2,3,2,1,2,2,1,2,2,2,3,3,2,3
12,16,1,1,2,2,1,2,3,2,3,2,2,1,1,2,2,1,3,2,2,3,3,2,2
4,26,1,1,1,2,1,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,1
3,5,2,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,3,2,2,2,3,2
10,33,2,1,2,1,1,2,2,1,1,3,2,2,1,1,2,2,2,2,2,2,2,3,2
26,2,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,1,2,3,1,1,2,1,2
28,12,2,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,2,3,2,3,2,2,1
30,13,1,1,2,2,2,2,3,2,2,2,3,1,1,1,2,2,2,3,2,3,3,2,2
31,19,1,1,3,2,3,2,3,2,1,2,1,2,1,2,2,1,2,3,2,3,3,2,3
32,6,2,1,1,2,2,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,1
16,4,1,1,2,2,1,3,2,2,3,3,2,1,1,1,2,1,2,3,2,3,2,2,2
17,1,2,1,2,2,1,2,2,2,3,3,2,1,1,3,1,3,3,3,1,1,3,2,3
25,18,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,1,2,3,1,3,3,2,3
1,31,1,1,3,1,3,3,3,1,1,3,2,1,1,3,2,3,2,3,2,1,2,1,2
4,10,1,1,1,2,1,2,3,2,3,2,2,2,1,2,1,1,2,2,1,1,3,2,3
12,25,1,1,2,2,1,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,2
13,32,1,1,1,2,2,2,3,2,3,3,2,2,1,1,2,2,2,3,2,3,2,2,2
18,28,2,1,2,2,1,2,3,1,3,3,2,2,1,2,2,1,3,3,2,3,3,2,2
33,17,2,1,1,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,3,3,2,2
2,3,2,1,2,2,1,2,3,1,1,2,1,2,1,1,2,2,2,2,2,2,2,3,1
6,16,1,1,1,2,2,2,3,2,3,2,2,1,1,2,2,1,3,2,2,3,3,2,3
19,26,2,1,2,2,1,2,3,2,3,3,2,1,1,1,2,2,2,3,2,3,2,2,2
5,30,2,1,1,2,2,2,3,2,2,2,3,1,1,2,2,2,2,3,2,2,2,3,2
3,31,2,1,1,2,2,2,2,2,2,2,3,1,1,3,2,3,2,3,2,1,2,1,1
4,32,1,1,1,2,1,2,3,2,3,2,2,2,1,1,2,2,2,3,2,3,2,2,2
5,12,2,1,1,2,2,2,3,2,2,2,3,1,1,2,2,1,2,3,2,3,2,2,1
6,28,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,1,3,3,2,3,3,2,2
13,2,1,1,1,2,2,2,3,2,3,3,2,2,1,2,2,1,2,3,1,1,2,1,1
18,33,2,1,2,2,1,2,3,1,3,3,2,2,1,1,2,2,2,2,2,2,2,3,2
26,25,1,1,1,2,2,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,2
1,19,1,1,3,1,3,3,3,1,1,3,2,2,1,2,2,1,2,3,2,3,3,2,3
16,10,1,1,2,2,1,3,2,2,3,3,2,2,1,2,1,1,2,2,1,1,3,2,2
30,17,1,1,2,2,2,2,3,2,2,2,3,2,1,2,2,1,2,2,2,3,3,2,3
25,3,1,1,1,2,2,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,3,2
28,26,2,1,2,2,1,3,3,2,3,3,2,1,1,1,2,2,2,3,2,3,2,2,1
2,5,2,1,2,2,1,2,3,1,1,2,1,2,1,1,2,2,2,3,2,2,2,3,2
10,13,2,1,2,1,1,2,2,1,1,3,2,1,1,1,2,2,2,3,2,3,3,2,2
12,6,1,1,2,2,1,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,1
17,18,2,1,2,2,1,2,2,2,3,3,2,2,1,2,2,1,2,3,1,3,3,2,1
19,4,2,1,2,2,1,2,3,2,3,3,2,1,1,1,2,1,2,3,2,3,2,2,3
31,30,1,1,3,2,3,2,3,2,1,2,1,1,1,2,2,2,2,3,2,2,2,3,1
32,16,2,1,1,2,2,2,3,2,3,2,2,1,1,2,2,1,3,2,2,3,3,2,1
33,1,2,1,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,3,1,1,3,2,3
2,18,2,1,2,2,1,2,3,1,1,2,1,2,1,2,2,1,2,3,1,3,3,2,1
17,3,2,1,2,2,1,2,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,3,1
19,13,2,1,2,2,1,2,3,2,3,3,2,1,1,1,2,2,2,3,2,3,3,2,1
25,16,1,1,1,2,2,2,3,2,3,2,2,1,1,2,2,1,3,2,2,3,3,2,2
28,4,2,1,2,2,1,3,3,2,3,3,2,1,1,1,2,1,2,3,2,3,2,2,2
31,5,1,1,3,2,3,2,3,2,1,2,1,2,1,1,2,2,2,3,2,2,2,3,1
32,30,2,1,1,2,2,2,3,2,3,2,2,1,1,2,2,2,2,3,2,2,2,3,2
33,6,2,1,1,2,2,2,2,2,2,2,3,1,1,1,2,2,2,3,2,3,2,2,3
10,26,2,1,2,1,1,2,2,1,1,3,2,1,1,1,2,2,2,3,2,3,2,2,3
12,1,1,1,2,2,1,2,3,2,3,2,2,1,1,3,1,3,3,3,1,1,3,2,3
1,28,1,1,3,1,3,3,3,1,1,3,2,2,1,2,2,1,3,3,2,3,3,2,3
3,10,2,1,1,2,2,2,2,2,2,2,3,2,1,2,1,1,2,2,1,1,3,2,2
5,33,2,1,1,2,2,2,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2
6,19,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,1,2,3,2,3,3,2,2
16,31,1,1,2,2,1,3,2,2,3,3,2,1,1,3,2,3,2,3,2,1,2,1,2
18,32,2,1,2,2,1,2,3,1,3,3,2,2,1,1,2,2,2,3,2,3,2,2,2
30,25,1,1,2,2,2,2,3,2,2,2,3,1,1,1,2,2,2,3,2,3,2,2,3
4,2,1,1,1,2,1,2,3,2,3,2,2,2,1,2,2,1,2,3,1,1,2,1,2
13,17,1,1,1,2,2,2,3,2,3,3,2,2,1,2,2,1,2,2,2,3,3,2,3
26,12,1,1,1,2,2,2,3,2,3,2,2,1,1,2,2,1,2,3,2,3,2,2,1
2,1,2,1,2,2,1,2,3,1,1,2,1,1,1,3,1,3,3,3,1,1,3,2,3
6,5,1,1,1,2,2,2,3,2,3,2,2,2,1,1,2,2,2,3,2,2,2,3,1
12,30,1,1,2,2,1,2,3,2,3,2,2,1,1,2,2,2,2,3,2,2,2,3,3
13,3,1,1,1,2,2,2,3,2,3,3,2,2,1,1,2,2,2,2,2,2,2,3,1
18,4,2,1,2,2,1,2,3,1,3,3,2,1,1,1,2,1,2,3,2,3,2,2,2
25,17,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,1,2,2,2,3,3,2,1
31,32,1,1,3,2,3,2,3,2,1,2,1,2,1,1,2,2,2,3,2,3,2,2,2
33,26,2,1,1,2,2,2,2,2,2,2,3,1,1,1,2,2,2,3,2,3,2,2,2
19,10,2,1,2,2,1,2,3,2,3,3,2,2,1,2,1,1,2,2,1,1,3,2,1
28,16,2,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,2,2,3,3,2,2
1,13,1,1,3,1,3,3,3,1,1,3,2,1,1,1,2,2,2,3,2,3,3,2,2
3,28,2,1,1,2,2,2,2,2,2,2,3,2,1,2,2,1,3,3,2,3,3,2,1
4,33,1,1,1,2,1,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,3,2
10,12,2,1,2,1,1,2,2,1,1,3,2,1,1,2,2,1,2,3,2,3,2,2,1
17,6,2,1,2,2,1,2,2,2,3,3,2,1,1,1,2,2,2,3,2,3,2,2,2
32,25,2,1,1,2,2,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,1
26,31,1,1,1,2,2,2,3,2,3,2,2,1,1,3,2,3,2,3,2,1,2,1,2
30,19,1,1,2,2,2,2,3,2,2,2,3,2,1,2,2,1,2,3,2,3,3,2,2
16,2,1,1,2,2,1,3,2,2,3,3,2,2,1,2,2,1,2,3,1,1,2,1,2
2,30,2,1,2,2,1,2,3,1,1,2,1,1,1,2,2,2,2,3,2,2,2,3,2
12,32,1,1,2,2,1,2,3,2,3,2,2,2,1,1,2,2,2,3,2,3,2,2,1
13,26,1,1,1,2,2,2,3,2,3,3,2,1,1,1,2,2,2,3,2,3,2,2,1
19,16,2,1,2,2,1,2,3,2,3,3,2,1,1,2,2,1,3,2,2,3,3,2,2
25,5,1,1,1,2,2,2,3,2,3,2,2,2,1,1,2,2,2,3,2,2,2,3,3
31,17,1,1,3,2,3,2,3,2,1,2,1,2,1,2,2,1,2,2,2,3,3,2,3
6,4,1,1,1,2,2,2,3,2,3,2,2,1,1,1,2,1,2,3,2,3,2,2,2
28,10,2,1,2,2,1,3,3,2,3,3,2,2,1,2,1,1,2,2,1,1,3,2,1
33,3,2,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2
18,1,2,1,2,2,1,2,3,1,3,3,2,1,1,3,1,3,3,3,1,1,3,2,2
4,31,1,1,1,2,1,2,3,2,3,2,2,1,1,3,2,3,2,3,2,1,2,1,1
26,6,1,1,1,2,2,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,2
17,12,2,1,2,2,1,2,2,2,3,3,2,1,1,2,2,1,2,3,2,3,2,2,3
2,28,2,1,2,2,1,2,3,1,1,2,1,2,1,2,2,1,3,3,2,3,3,2,3
4,25,1,1,1,2,1,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,2,2,3
6,30,1,1,1,2,2,2,3,2,3,2,2,1,1,2,2,2,2,3,2,2,2,3,2
13,31,1,1,1,2,2,2,3,2,3,3,2,1,1,3,2,3,2,3,2,1,2,1,3
18,26,2,1,2,2,1,2,3,1,3,3,2,1,1,1,2,2,2,3,2,3,2,2,2
19,17,2,1,2,2,1,2,3,2,3,3,2,2,1,2,2,1,2,2,2,3,3,2,3
33,32,2,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,3,2,3,2,2,3
1,10,1,1,3,1,3,3,3,1,1,3,2,2,1,2,1,1,2,2,1,1,3,2,2
3,18,2,1,1,2,2,2,2,2,2,2,3,2,1,2,2,1,2,3,1,3,3,2,1
17,2,2,1,2,2,1,2,2,2,3,3,2,2,1,2,2,1,2,3,1,1,2,1,2
25,13,1,1,1,2,2,2,3,2,3,2,2,1,1,1,2,2,2,3,2,3,3,2,3
26,5,1,1,1,2,2,2,3,2,3,2,2,2,1,1,2,2,2,3,2,2,2,3,3
28,19,2,1,2,2,1,3,3,2,3,3,2,2,1,2,2,1,2,3,2,3,3,2,2
30,4,1,1,2,2,2,2,3,2,2,2,3,1,1,1,2,1,2,3,2,3,2,2,3
31,12,1,1,3,2,3,2,3,2,1,2,1,1,1,2,2,1,2,3,2,3,2,2,1
10,6,2,1,2,1,1,2,2,1,1,3,2,1,1,1,2,2,2,3,2,3,2,2,2
16,33,1,1,2,2,1,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,3,3
32,1,2,1,1,2,2,2,3,2,3,2,2,1,1,3,1,3,3,3,1,1,3,2,1
3,1,1,1,2,2,1,3,3,2,1,3,2,2,1,2,1,1,3,3,1,3,3,2,3
16,6,1,1,2,2,1,3,3,2,3,3,2,1,1,1,2,1,2,3,2,3,3,2,2
17,5,2,1,2,2,2,3,2,1,3,3,2,2,1,3,2,1,1,3,2,3,3,2,2
25,12,1,1,1,2,3,2,3,2,1,3,2,1,1,2,2,1,2,3,2,3,3,2,2
26,4,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
28,13,1,1,2,1,2,2,2,2,1,3,2,1,1,2,2,1,3,3,2,3,3,2,2
30,18,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,2,1,3,3,2,3
31,33,1,1,2,2,3,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
10,2,1,1,2,1,1,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
32,19,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
5,3,2,1,3,2,1,1,3,2,3,3,2,1,1,2,2,1,3,3,2,1,3,2,3
13,30,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
18,25,1,1,2,2,1,3,2,1,3,3,2,1,1,1,2,3,2,3,2,1,3,2,2
1,17,2,1,2,1,1,3,3,1,3,3,2,2,1,2,2,2,3,2,1,3,3,2,1
2,26,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
4,16,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
6,32,1,1,1,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
12,28,1,1,2,2,1,2,3,2,3,3,2,1,1,2,1,2,2,2,2,1,3,2,2
19,31,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,3,3,3,2,3,3,2,2
33,10,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,1,3,2,1,3,3,2,2
5,16,2,1,3,2,1,1,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
10,4,1,1,2,1,1,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
17,33,2,1,2,2,2,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
25,6,1,1,1,2,3,2,3,2,1,3,2,1,1,1,2,1,2,3,2,3,3,2,2
30,5,1,1,2,2,1,3,3,2,3,3,2,2,1,3,2,1,1,3,2,3,3,2,2
31,1,1,1,2,2,3,3,3,2,3,3,2,2,1,2,1,1,3,3,1,3,3,2,3
32,13,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
3,2,1,1,2,2,1,3,3,2,1,3,2,1,1,2,2,1,3,3,2,3,3,2,1
16,12,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,2,3,2,3,3,2,1
26,19,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
28,18,1,1,2,1,2,2,2,2,1,3,2,1,1,2,2,1,3,2,1,3,3,2,1
1,32,2,1,2,1,1,3,3,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
2,17,1,1,2,2,1,3,3,2,3,3,2,2,1,2,2,2,3,2,1,3,3,2,2
5,26,2,1,3,2,1,1,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
12,31,1,1,2,2,1,2,3,2,3,3,2,1,1,2,2,3,3,3,2,3,3,2,1
13,25,1,1,2,2,1,3,3,2,3,3,2,1,1,1,2,3,2,3,2,1,3,2,2
18,3,1,1,2,2,1,3,2,1,3,3,2,1,1,2,2,1,3,3,2,1,3,2,2
19,28,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,2,2,2,2,1,3,2,1
33,16,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
4,30,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
6,10,1,1,1,2,1,2,3,2,3,3,2,1,1,2,1,1,3,2,1,3,3,2,3
5,18,2,1,3,2,1,1,3,2,3,3,2,1,1,2,2,1,3,2,1,3,3,2,3
32,2,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
16,13,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
1,12,2,1,2,1,1,3,3,1,3,3,2,1,1,2,2,1,2,3,2,3,3,2,2
18,2,1,1,2,2,1,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
26,10,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,1,3,2,1,3,3,2,3
30,32,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
3,17,1,1,2,2,1,3,3,2,1,3,2,2,1,2,2,2,3,2,1,3,3,2,1
4,28,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,2,2,2,2,1,3,2,3
5,31,2,1,3,2,1,1,3,2,3,3,2,1,1,2,2,3,3,3,2,3,3,2,3
6,33,1,1,1,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
13,19,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
16,25,1,1,2,2,1,3,3,2,3,3,2,1,1,1,2,3,2,3,2,1,3,2,2
2,13,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
12,5,1,1,2,2,1,2,3,2,3,3,2,2,1,3,2,1,1,3,2,3,3,2,2
17,30,2,1,2,2,2,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
19,1,1,1,2,2,1,3,3,2,3,3,2,2,1,2,1,1,3,3,1,3,3,2,1
25,26,1,1,1,2,3,2,3,2,1,3,2,1,1,2,2,1,3,3,2,3,3,2,2
28,6,1,1,2,1,2,2,2,2,1,3,2,1,1,1,2,1,2,3,2,3,3,2,2
32,4,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
33,18,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,2,1,3,3,2,2
10,16,1,1,2,1,1,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
31,3,1,1,2,2,3,3,3,2,3,3,2,1,1,2,2,1,3,3,2,1,3,2,3
1,33,2,1,2,1,1,3,3,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
3,25,1,1,2,2,1,3,3,2,1,3,2,1,1,1,2,3,2,3,2,1,3,2,2
4,19,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
5,2,2,1,3,2,1,1,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
16,32,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
18,17,1,1,2,2,1,3,2,1,3,3,2,2,1,2,2,2,3,2,1,3,3,2,2
26,28,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,2,2,2,2,1,3,2,3
30,31,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,3,3,3,2,3,3,2,1
6,12,1,1,1,2,1,2,3,2,3,3,2,1,1,2,2,1,2,3,2,3,3,2,2
13,10,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,1,3,2,1,3,3,2,1
3,19,1,1,2,2,1,3,3,2,1,3,2,1,1,2,2,1,3,3,2,3,3,2,3
30,33,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
5,28,2,1,3,2,1,1,3,2,3,3,2,1,1,2,1,2,2,2,2,1,3,2,2
1,25,2,1,2,1,1,3,3,1,3,3,2,1,1,1,2,3,2,3,2,1,3,2,2
2,4,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
12,26,1,1,2,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
19,6,1,1,2,2,1,3,3,2,3,3,2,1,1,1,2,1,2,3,2,3,3,2,1
32,18,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,2,1,3,3,2,3
33,5,1,1,2,2,1,3,3,2,3,3,2,2,1,3,2,1,1,3,2,3,3,2,2
17,13,2,1,2,2,2,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
31,16,1,1,2,2,3,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
25,30,1,1,1,2,3,2,3,2,1,3,2,1,1,2,2,1,3,3,2,3,3,2,1
10,18,1,1,2,1,1,3,2,1,3,3,2,1,1,2,2,1,3,2,1,3,3,2,2
1,26,2,1,2,1,1,3,3,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
3,30,1,1,2,2,1,3,3,2,1,3,2,1,1,2,2,1,3,3,2,3,3,2,3
6,2,1,1,1,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
13,4,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
17,32,2,1,2,2,2,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
19,12,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,2,3,2,3,3,2,3
31,25,1,1,2,2,3,3,3,2,3,3,2,1,1,1,2,3,2,3,2,1,3,2,2
16,18,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,2,1,3,3,2,2
33,28,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,2,2,2,2,1,3,2,1
5,10,2,1,3,2,1,1,3,2,3,3,2,1,1,2,1,1,3,2,1,3,3,2,3
12,3,1,1,2,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,2,1,3,2,1
2,33,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
4,5,1,1,2,2,1,3,3,2,3,3,2,2,1,3,2,1,1,3,2,3,3,2,1
12,13,1,1,2,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
18,6,1,1,2,2,1,3,2,1,3,3,2,1,1,1,2,1,2,3,2,3,3,2,2
25,19,1,1,1,2,3,2,3,2,1,3,2,1,1,2,2,1,3,3,2,3,3,2,2
28,31,1,1,2,1,2,2,2,2,1,3,2,1,1,2,2,3,3,3,2,3,3,2,1
30,1,1,1,2,2,1,3,3,2,3,3,2,2,1,2,1,1,3,3,1,3,3,2,1
32,3,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,1,3,2,2
10,17,1,1,2,1,1,3,2,1,3,3,2,2,1,2,2,2,3,2,1,3,3,2,2
26,16,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
1,4,2,1,2,1,1,3,3,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
3,6,1,1,2,2,1,3,3,2,1,3,2,1,1,1,2,1,2,3,2,3,3,2,2
12,2,1,1,2,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
19,33,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
25,10,1,1,1,2,3,2,3,2,1,3,2,1,1,2,1,1,3,2,1,3,3,2,1
30,16,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
31,18,1,1,2,2,3,3,3,2,3,3,2,1,1,2,2,1,3,2,1,3,3,2,3
32,28,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,2,2,2,2,1,3,2,1
13,5,1,1,2,2,1,3,3,2,3,3,2,2,1,3,2,1,1,3,2,3,3,2,2
17,26,2,1,2,2,2,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
4,3,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,1,3,2,1
6,31,1,1,1,2,1,2,3,2,3,3,2,1,1,2,2,3,3,3,2,3,3,2,2
10,32,1,1,2,1,1,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
18,13,1,1,2,2,1,3,2,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
26,30,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
28,25,1,1,2,1,2,2,2,2,1,3,2,1,1,1,2,3,2,3,2,1,3,2,2
33,12,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,2,3,2,3,3,2,3
2,19,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
5,1,2,1,3,2,1,1,3,2,3,3,2,2,1,2,1,1,3,3,1,3,3,2,3
16,17,1,1,2,2,1,3,3,2,3,3,2,2,1,2,2,2,3,2,1,3,3,2,2
3,26,1,1,2,2,1,3,3,2,1,3,2,1,1,2,2,1,3,3,2,3,3,2,2
5,32,2,1,3,2,1,1,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
12,4,1,1,2,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,2
30,10,1,1,2,2,1,3,3,2,3,3,2,1,1,2,1,1,3,2,1,3,3,2,3
31,2,1,1,2,2,3,3,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,3
1,16,2,1,2,1,1,3,3,1,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
19,18,1,1,2,2,1,3,3,2,3,3,2,1,1,2,2,1,3,2,1,3,3,2,1
10,3,1,1,2,1,1,3,2,1,3,3,2,1,1,2,2,1,3,3,2,1,3,2,2
28,1,1,1,2,1,2,2,2,2,1,3,2,2,1,2,1,1,3,3,1,3,3,2,1
2,25,1,1,2,2,1,3,3,2,3,3,2,1,1,1,2,3,2,3,2,1,3,2,1
5,19,2,1,3,2,1,1,3,2,3,3,2,1,1,2,2,1,3,3,2,3,3,2,1
10,31,1,1,2,1,1,3,2,1,3,3,2,1,1,2,2,3,3,3,2,3,3,2,2
